Id,SalePrice
1461, 119472.48321955421
1462, 161950.9105051249
1463, 188397.03526208544
1464, 195452.23783735264
1465, 184428.98991159204
1466, 171801.9667315124
1467, 172628.2994664448
1468, 165076.8596378656
1469, 182189.7581406649
1470, 122770.26954036189
1471, 201700.72134989727
1472, 96330.07860760263
1473, 95230.81862790603
1474, 149538.7586438297
1475, 116926.28701936039
1476, 371754.5220884152
1477, 252559.55357892514
1478, 279149.6411287933
1479, 273618.3558551989
1480, 521673.6963183971
1481, 316876.24994164443
1482, 206339.10361791094
1483, 177818.60662473185
1484, 169716.2099779881
1485, 182381.6925609741
1486, 195869.66629076205
1487, 339173.4301038427
1488, 225088.84048823177
1489, 204690.81476759168
1490, 230267.61926740754
1491, 190773.91936437646
1492, 91246.99257672862
1493, 185952.0273176213
1494, 288730.9859922306
1495, 277173.0656068309
1496, 247340.41762026923
1497, 180140.26709150887
1498, 166875.01999924786
1499, 160641.8070716163
1500, 153795.55921218797
1501, 179439.52301634688
1502, 146779.1531004125
1503, 282511.48087257514
1504, 238418.7498091715
1505, 224578.79897191445
1506, 184044.01753904877
1507, 245163.99258890658
1508, 198049.52887361628
1509, 164864.23856755687
1510, 143337.73335224725
1511, 151122.19421223446
1512, 173942.0563752538
1513, 136953.75203119568
1514, 161969.76639985968
1515, 197109.07182003444
1516, 156443.54294538457
1517, 163472.07640893265
1518, 128289.0406342884
1519, 228552.74868927101
1520, 133772.0987656373
1521, 136329.14842949604
1522, 169278.38069076088
1523, 114055.70804815722
1524, 123035.45350197073
1525, 121749.34413057307
1526, 112125.01452364428
1527, 103457.51476732321
1528, 128217.42204570625
1529, 154981.58249730972
1530, 174202.23165921366
1531, 104285.63846389728
1532, 96406.03888117544
1533, 150513.13731719865
1534, 125657.89018153858
1535, 149574.5012874326
1536, 111282.9167283095
1537, 66139.79199441326
1538, 158673.9327234147
1539, 195698.04225160557
1540, 92870.63073174143
1541, 144110.59509220123
1542, 137070.19893110357
1543, 212273.70474280752
1544, 80680.63069421887
1545, 100728.96146912606
1546, 131906.36669473784
1547, 138368.35026466174
1548, 135152.30995935632
1549, 112534.35214357243
1550, 133988.63149545228
1551, 106360.43704617827
1552, 139829.79369050972
1553, 155969.27582699392
1554, 116422.17467364419
1555, 162869.31162897078
1556, 83648.21257913657
1557, 105059.98370479769
1558, 96826.98559169854
1559, 65987.47603605277
1560, 126923.3258073089
1561, 131588.33741051905
1562, 126053.4420599684
1563, 120203.33175376656
1564, 157717.02412070995
1565, 147776.1651490555
1566, 227974.77611869853
1567, 74764.79294914663
1568, 226005.8718317173
1569, 136138.5779521249
1570, 139017.12801235303
1571, 119135.5302520117
1572, 146255.5703699126
1573, 256004.3406931565
1574, 121132.59296924381
1575, 226522.73407651423
1576, 248504.744036156
1577, 195588.74474096653
1578, 150672.51155192882
1579, 146658.33305950355
1580, 191736.6560978714
1581, 148976.3967798027
1582, 125666.07453421375
1583, 320990.5847921274
1584, 224930.19124831105
1585, 141161.07439811085
1586, 72205.83590754472
1587, 99788.1537399476
1588, 158489.15725039737
1589, 100829.28101668354
1590, 139159.37519877116
1591, 97720.59943148393
1592, 112595.46858474253
1593, 128719.98672246492
1594, 126662.32813325337
1595, 106862.60322597856
1596, 217239.65191161702
1597, 173234.6546547133
1598, 197403.20198608283
1599, 172276.02772796032
1600, 168816.236338743
1601, 66333.87083114487
1602, 112782.05462132211
1603, 78680.81636964658
1604, 256530.70426220476
1605, 243169.40436949077
1606, 167188.66580429574
1607, 166822.2122072576
1608, 214222.65368394268
1609, 187628.51183622697
1610, 153176.53781509388
1611, 138266.0225476505
1612, 169679.70774812423
1613, 164163.76774515203
1614, 127609.55259527666
1615, 88134.91152748124
1616, 73426.25462200062
1617, 89557.14415452302
1618, 124693.38571400668
1619, 140863.65174640922
1620, 166074.48963535405
1621, 135830.7523689041
1622, 139013.03032359766
1623, 281089.27658994053
1624, 220307.56766091805
1625, 119123.59492656203
1626, 158703.12148961745
1627, 190286.4690254852
1628, 280316.45412464737
1629, 181427.4559591191
1630, 372386.20686937403
1631, 203249.91104488552
1632, 233755.2697135152
1633, 172457.88020024486
1634, 187659.14809546416
1635, 176914.4294068345
1636, 155210.0426842795
1637, 199436.61931143954
1638, 185190.97876436153
1639, 181050.11126906495
1640, 254617.31366576484
1641, 174194.1620722944
1642, 233132.91642164238
1643, 219390.68804345158
1644, 231349.4598872013
1645, 196678.08657346244
1646, 159160.19700578455
1647, 153327.79660878202
1648, 131265.7320238712
1649, 140550.73677918923
1650, 109920.48464625847
1651, 118376.72982672053
1652, 95789.38136787704
1653, 98575.92178458335
1654, 149327.14631027105
1655, 142532.06546464225
1656, 144523.4394982168
1657, 151071.63247389894
1658, 147619.6057819495
1659, 123445.94829321545
1660, 154337.20132470503
1661, 466957.33018638025
1662, 381603.70777272136
1663, 374182.00602759543
1664, 507752.4063235288
1665, 299214.1189600521
1666, 328464.67491728446
1667, 379670.0828075531
1668, 326399.7026570973
1669, 292825.3951285602
1670, 339264.7411263603
1671, 262179.5059861477
1672, 472927.17789378494
1673, 297107.6136145344
1674, 237355.1104184938
1675, 190986.38004817453
1676, 193428.83356971585
1677, 218502.2522535487
1678, 501423.3663402385
1679, 385695.94735631114
1680, 346740.238168197
1681, 235439.12902524736
1682, 301220.2343792397
1683, 175658.64544232405
1684, 171257.15449328296
1685, 171300.84173198626
1686, 170049.04191374173
1687, 169296.29340111156
1688, 190937.4540082085
1689, 191695.1156412319
1690, 192403.0177801006
1691, 180544.95350214146
1692, 258978.19301065602
1693, 171045.18546720606
1694, 181342.15781378833
1695, 167732.12835382827
1696, 276134.24532597425
1697, 169962.39244535743
1698, 362127.19446504506
1699, 317930.6686815209
1700, 249039.55585948002
1701, 257595.10922210698
1702, 249027.14797550318
1703, 245230.18974155825
1704, 281325.21733583754
1705, 221745.17228636143
1706, 456070.86458075227
1707, 214505.40595242675
1708, 204976.85129559308
1709, 269050.9957799433
1710, 224588.3499007844
1711, 262522.45114798483
1712, 262724.4580644837
1713, 275803.646508132
1714, 223526.45195008142
1715, 207342.709287775
1716, 189137.86710647965
1717, 178373.79279527345
1718, 132367.5903718071
1719, 201742.54235021715
1720, 243332.28300641975
1721, 167098.73218929497
1722, 124576.47945060246
1723, 154712.79800363624
1724, 214483.19627921653
1725, 237351.47879710057
1726, 187716.95501988014
1727, 160738.11915659838
1728, 172123.96970168594
1729, 166547.02850679506
1730, 158693.8533120882
1731, 122052.77613234751
1732, 129079.27786854545
1733, 114502.30976108235
1734, 122758.34811919565
1735, 132661.99398451106
1736, 113715.8135212518
1737, 297974.35010170273
1738, 225545.5996506551
1739, 251324.08380806286
1740, 234315.92757708367
1741, 193012.62904772616
1742, 175956.83113502242
1743, 175884.93524453897
1744, 304359.81443080655
1745, 227347.06472864904
1746, 168008.8986761508
1747, 219111.67576738124
1748, 226842.30924019736
1749, 151403.99710254106
1750, 120988.88977961209
1751, 242023.28353592096
1752, 119131.76938305073
1753, 142964.99336266116
1754, 183854.2070100443
1755, 168199.15285072822
1756, 127661.54400082259
1757, 122199.78088738945
1758, 143900.24745224102
1759, 163822.51067388736
1760, 168742.63211008057
1761, 140513.29385931755
1762, 175770.03564587128
1763, 179054.07634134515
1764, 114934.09438038174
1765, 149013.7103928104
1766, 180394.56588696668
1767, 221879.518461241
1768, 147236.52855457325
1769, 173338.55786791607
1770, 152971.85244504092
1771, 122763.88795274714
1772, 136255.55439640992
1773, 133248.58863973396
1774, 132533.82173300913
1775, 142835.98090847963
1776, 126710.00042549748
1777, 116635.69297367193
1778, 144364.76573377821
1779, 119843.06639040384
1780, 176310.66778464217
1781, 128088.33738296015
1782, 88837.30505024454
1783, 144465.66706276947
1784, 110776.33982205836
1785, 128483.87752913164
1786, 141444.44491622518
1787, 164522.0645354766
1788, 57039.895289157415
1789, 102878.75432520926
1790, 79441.96873013806
