Id,SalePrice
1461, 121050.42615103995
1462, 160718.87107482986
1463, 186337.37736156478
1464, 196029.35377856137
1465, 186456.70333495009
1466, 171194.57697309277
1467, 173862.4283221066
1468, 164831.59099486854
1469, 184481.13085948574
1470, 120556.9735654598
1471, 203296.4356146937
1472, 95090.72465588768
1473, 94034.88752579785
1474, 146482.38627383986
1475, 115539.46269673947
1476, 364275.0615810183
1477, 248421.79976584986
1478, 280037.3760060405
1479, 274722.10409877263
1480, 561871.358866872
1481, 306256.00346073834
1482, 204846.43338802858
1483, 178247.32773822855
1484, 167510.2597412326
1485, 181643.80548719788
1486, 195339.3477385992
1487, 336313.7543350623
1488, 226048.87724127545
1489, 199767.64239549846
1490, 236272.0564262665
1491, 190718.56812063153
1492, 95429.12195844224
1493, 185614.95306107446
1494, 279586.3494896531
1495, 269207.5614023433
1496, 244828.64392776022
1497, 176333.16583440517
1498, 166622.2803247659
1499, 159732.53733498667
1500, 154478.49496662605
1501, 175128.4467743211
1502, 145594.46310389563
1503, 273505.04216403374
1504, 236974.161319928
1505, 220659.70910012576
1506, 182789.9624122301
1507, 250399.21960874193
1508, 201062.95557965027
1509, 161270.459700285
1510, 142327.98878190995
1511, 149924.4767920721
1512, 175208.85863005475
1513, 137168.72311074365
1514, 160681.30456951374
1515, 194343.1612793854
1516, 153316.6835426887
1517, 166322.04110169277
1518, 129746.20979634016
1519, 227240.79272715893
1520, 131389.63042075955
1521, 134817.94021646222
1522, 170357.7949727087
1523, 110971.00555616546
1524, 121495.2785660639
1525, 120716.39424241723
1526, 108286.0556341145
1527, 104064.64926867692
1528, 132478.71777568516
1529, 151959.30085875152
1530, 174674.53578494609
1531, 106814.12155116467
1532, 101871.76353193983
1533, 146424.5724370485
1534, 124380.54898311876
1535, 153399.53545260886
1536, 108801.7373689257
1537, 62789.36870205618
1538, 161003.00091460344
1539, 187824.47452953257
1540, 97172.69672249636
1541, 143039.6382175402
1542, 135375.49660121938
1543, 205688.5955129087
1544, 80764.25470728203
1545, 102670.79530336725
1546, 130703.20965506039
1547, 136944.11233839093
1548, 131631.91671165105
1549, 110837.90886996585
1550, 131529.04545784713
1551, 108694.05920451446
1552, 136527.58575058094
1553, 159763.6346725049
1554, 118490.27911509242
1555, 164940.55981708196
1556, 80608.38253071981
1557, 102509.68608896362
1558, 99581.38495462462
1559, 74548.40977839503
1560, 125135.58636968356
1561, 132078.01030215548
1562, 130790.24774063451
1563, 120923.61786521533
1564, 159836.64740712257
1565, 146296.99172253962
1566, 235321.26150309303
1567, 72608.07562361746
1568, 233877.1031142659
1569, 136857.69892101394
1570, 143059.1731890253
1571, 123781.02038845248
1572, 148103.02616891687
1573, 255761.12390876215
1574, 122963.00972874158
1575, 229010.6086881447
1576, 245565.84888459183
1577, 191848.66325466553
1578, 143963.5113779495
1579, 147279.41379333113
1580, 193290.48651719553
1581, 155109.676577951
1582, 123542.82490624569
1583, 316959.65566286637
1584, 226908.55825725882
1585, 139461.4830015388
1586, 70245.40962860883
1587, 101426.10504963723
1588, 158121.07319604277
1589, 98607.29699698152
1590, 140333.23333819857
1591, 102800.83832920917
1592, 116419.38631730388
1593, 126547.24832311184
1594, 121877.43911727826
1595, 108514.21686516098
1596, 217340.09500504748
1597, 175805.82691799558
1598, 197644.75009383148
1599, 170241.51570939063
1600, 167071.12937317492
1601, 63004.87581152008
1602, 115046.99665596621
1603, 85340.94303840485
1604, 257120.77455745943
1605, 240771.9272072128
1606, 166669.0835908879
1607, 171468.25252690067
1608, 210968.30510168045
1609, 186407.69002606426
1610, 152623.4957431883
1611, 138734.3291969435
1612, 172921.82940643697
1613, 166709.05829831082
1614, 126318.32131843854
1615, 93692.66947017862
1616, 77365.54448345439
1617, 90350.41643126722
1618, 126257.78236817349
1619, 139353.31486570174
1620, 165147.028893971
1621, 137915.0795900725
1622, 136756.64669916904
1623, 275763.8064554991
1624, 223350.5886239276
1625, 120154.31642469979
1626, 159432.61586543935
1627, 192804.30924073278
1628, 274472.89438078535
1629, 178144.8623056948
1630, 360151.76968638174
1631, 205730.89947717043
1632, 231819.07676126045
1633, 171125.04141496326
1634, 186157.84404958418
1635, 177937.71424984367
1636, 153783.71918598644
1637, 197096.46311115942
1638, 181577.41345748334
1639, 180076.21303817217
1640, 253270.9175662184
1641, 176434.16701362582
1642, 230836.2195033855
1643, 218814.07471984127
1644, 231234.818121849
1645, 199403.81747335356
1646, 159133.7332193747
1647, 154458.77466491083
1648, 129058.71653552995
1649, 143024.81170259893
1650, 109737.57763491505
1651, 120839.87859880563
1652, 95900.5173082842
1653, 97400.96601899367
1654, 147704.56811373786
1655, 137819.6525641658
1656, 140613.70733635325
1657, 148663.87534535956
1658, 145303.7279246255
1659, 120388.56406891717
1660, 153863.10167024087
1661, 515653.61333056085
1662, 378948.54964512936
1663, 378709.0572834803
1664, 546728.9614121877
1665, 296231.5655160425
1666, 334461.0778256436
1667, 381743.85768898646
1668, 339374.66755203105
1669, 291927.7940121789
1670, 345611.9686473105
1671, 260329.96627772844
1672, 504023.3184471968
1673, 289462.0799473543
1674, 234558.33643790433
1675, 193081.01620223201
1676, 193831.60012501414
1677, 218004.1572787533
1678, 535176.5690693087
1679, 390956.0228169038
1680, 344689.4357200016
1681, 242129.48288173738
1682, 304683.1471705216
1683, 177513.5659423212
1684, 175586.30304958796
1685, 173975.0696838021
1686, 170015.2680238628
1687, 169121.30562579265
1688, 193531.70655731263
1689, 194705.5763687302
1690, 192460.09386532917
1691, 182812.01282517702
1692, 256629.64839872275
1693, 168349.3324047212
1694, 180180.99202766074
1695, 164446.20522616975
1696, 270332.175106204
1697, 166923.8946265623
1698, 355715.77896462963
1699, 320292.43341636035
1700, 251571.34838234543
1701, 262579.531349701
1702, 247577.92487224925
1703, 241785.71325270226
1704, 278252.8890650907
1705, 225965.75631988753
1706, 488186.88632176275
1707, 211191.9360269219
1708, 203202.361526331
1709, 265728.8648767934
1710, 219822.42842468168
1711, 261386.23570633074
1712, 258266.80975252984
1713, 270585.4777389798
1714, 221110.1268385199
1715, 205523.0600972776
1716, 190469.4449328149
1717, 177232.6760310658
1718, 141223.6971540863
1719, 204428.95848848307
